abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
In animal sciences, the number of published meta-analyses is increasing at a rate of 15% per year. This current review focuses on the good practices and the potential pitfalls in the conduct of meta-analyses in animal sciences, nutrition in particular. Once the study objectives have been defined, several key phases must be considered when doing a meta-analysis. First, as a principle of traceability, criteria used to select or discard publications should be clearly stated in a way that one could reproduce the final selection of data. Then, the coding phase, aiming to isolate specific experimental factors for an accurate graphical and statistical interpretation of the database, is discussed. Following this step, the study of the levels of independence of factors and of the degree of data balance of the meta-design represents an essential phase to ensure the validity of statistical processing. The consideration of the study effect as fixed or random must next be considered. It appears based on several examples that this choice does not generally have any influence on the conclusions of a meta-analysis when the number of experiments is sufficient.;D. Sauvant and M.P. Letourneau-Montminy and P. Schmidely and M. Boval and C. Loncke and J.B. Daniel;Animal Science and Zoology (Q1);944.0;293.0;United Kingdom;2007-2020;10.1017/S1751731120001688;0.00949;76.0;;17517311;1751732X;17517311;1751732X;3.240;modeling, database, meta-analysis, random and fixed effects, nutrition;Cambridge University Press;;3840.0;Western Europe;889.0;Q1;5300152613.0;Animal;Review: use and misuse of meta-analysis in animal science;10396.0;2903.0;325.0;980.0;12479.0;journal;article;2020
The study of cause-specific mortality data is one of the main sources of information for public health monitoring. In most industrialized countries, when a death occurs, it is a legal requirement that a medical certificate based on the international form recommended by World Health Organization's (WHO) is filled in by a physician. The physician reports the causes of death that directly led or contributed to the death on the death certificate. The death certificate is then forwarded to a coding office, where each cause is coded, and one underlying cause is defined, using the rules of the International Classification of Diseases and Related Health Problems, now in its 10th Revision (ICD-10). Recently, a growing number of countries have adopted, or have decided to adopt, the coding software Iris, developed and maintained by an international consortium1. This whole standardized production process results in a high and constantly increasing international comparability of cause-specific mortality data. While these data could be used for international comparisons and benchmarking of global burden of diseases, quality of care and prevention policies, there are also many other ways and methods to explore their richness, especially when they are linked with other data sources. Some of these methods are potentially referring to the so-called “big data” field. These methods could be applied both to the production of the data, to the statistical processing of the data, and even more to process these data linked to other databases. In the present note, we depict the main domains in which this new field of methods could be applied. We focus specifically on the context of France, a 65 million inhabitants country with a centralized health data system. Finally we will insist on the importance of data quality, and the specific problematics related to death certification in the forensic medicine domain.;Grégoire Rey and Karim Bounebache and Claire Rondet;"Law (Q1); Medicine (miscellaneous) (Q2); Pathology and Forensic Medicine (Q2)";407.0;157.0;United Kingdom;2007-2020;10.1016/j.jflm.2016.12.004;0.00305;47.0;;1752928X;1752928X;1752928X;1752928X;1.614;Causes of death data, Data linkages, Big data;Churchill Livingstone;;2926.0;Western Europe;569.0;Q1;5100154502.0;Journal of forensic and legal medicine;Causes of deaths data, linkages and big data perspectives;2328.0;668.0;134.0;428.0;3921.0;journal;article;2018
The use of data has been essential throughout the unfolding COVID-19 pandemic. We have needed it to populate our models, inform our understanding, and shape our responses to the disease. However, data has not always been easy to find and access, it has varied in quality and coverage, been difficult to reuse or repurpose. This paper reviews these and other challenges and recommends steps to develop a data ecosystem better able to deal with future pandemics by better supporting preparedness, prevention, detection and response.;Nigel Shadbolt and Alys Brett and Min Chen and Glenn Marion and Iain J. McKendrick and Jasmina Panovska-Griffiths and Lorenzo Pellis and Richard Reeve and Ben Swallow;"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Parasitology (Q1); Public Health, Environmental and Occupational Health (Q1); Virology (Q1)";138.0;593.0;Netherlands;2009-2020;10.1016/j.epidem.2022.100612;0.00442;41.0;;17554365;17554365;18780067;17554365;4.396;Data and models, Data ecosystem, Data lifecycles, FAIR data, Pandemic preparedness, COVID-19;Elsevier;;4631.0;Western Europe;2023.0;Q1;17300154924.0;Epidemics;The challenges of data in future pandemics;1395.0;786.0;48.0;141.0;2223.0;journal;article;2022
"Artificial Neural Networks (ANNs) are increasingly used for discrete choice analysis. But, at present, it is unknown what sample size requirements are appropriate when using ANNs in this particular context. This paper fills this knowledge gap: we empirically establish a rule-of-thumb for ANN-based discrete choice analysis based on analyses of synthetic and real data. To investigate the effect of complexity of the data generating process on the minimum required sample size, we conduct extensive Monte Carlo analyses using a series of different model specifications with different levels of model complexity, including RUM and RRM models, with and without random taste parameters. Based on our analyses we advise to use a minimum sample size of fifty times the number of weights in the ANN; it should be noted, that the number of weights is generally much larger than the number of parameters in a discrete choice model. This rule-of-thumb is considerably more conservative than the rule-of-thumb that is most often used in the ANN community, which advises to use at least ten times the number of weights.";Ahmad Alwosheel and Sander {van Cranenburgh} and Caspar G. Chorus;"Modeling and Simulation (Q1); Statistics, Probability and Uncertainty (Q1)";87.0;307.0;Netherlands;2008-2020;10.1016/j.jocm.2018.07.002;0.0016600000000000002;26.0;;17555345;17555345;17555345;17555345;3.091;;Elsevier BV;;4931.0;Western Europe;1328.0;Q1;21100246506.0;Journal of choice modelling;Is your dataset big enough? sample size requirements when using artificial neural networks for discrete choice analysis;783.0;290.0;26.0;89.0;1282.0;journal;article;2018
Business process management (BPM) supports the management and transformation of organizational operations. This paper provides a structured guideline for improving data-based process development within the BPM life cycle. We show how Industry 4.0-induced tools and models can be integrated within the BPM life cycle to achieve more efficient process excellence and evidence-based decision-making. The paper demonstrates how standards of machine learning (CRISP-ML(Q)), BPM, and tools of design science research can support the redesign phases of Industry 4.0 development. The proposed methodology is carried out on an assembly company, where the proposed improvement steps are investigated by simulation and evaluated by relevant key performance indicators.;Tímea Czvetkó and Alex Kummer and Tamás Ruppert and János Abonyi;Industrial and Manufacturing Engineering (Q1);144.0;471.0;Netherlands;2008-2020;10.1016/j.cirpj.2021.12.002;0.0018100000000000002;49.0;;17555817;17555817;18780016;17555817;3.602;Business process management (BPM), Business process redesign (BPR), Industry 4.0 (I4.0), Digital technology, Discrete event simulation;Elsevier BV;;4051.0;Western Europe;1309.0;Q1;12300154704.0;Cirp journal of manufacturing science and technology;Data-driven business process management-based development of industry 4.0 solutions;1677.0;720.0;112.0;145.0;4537.0;journal;article;2022
;Katherine Pereira and Victoria Goode and Petra Brysiewicz;Emergency Nursing (Q1);180.0;192.0;United Kingdom;2008-2020;10.1016/j.ienj.2019.100809;0.00168;39.0;;1755599X;1878013X;1755599X;1878013X;2.142;;Elsevier BV;;3688.0;Western Europe;677.0;Q1;11700154303.0;International emergency nursing;Using clinical data to effect practice change;1164.0;398.0;66.0;193.0;2434.0;journal;article;2019
;Roberto Jun Arai and Irene {de Lourdes Noronha} and José Carlos Nicolau and Charles Schmidt and Gustavo Moreira {de Albuquerque} and Kenneth W Mahaffey and Eduardo Moacyr Krieger and José Otávio Costa Auler Júnior;Medicine (miscellaneous) (Q2);391.0;207.0;Brazil;1945-1946, 2005-2020;10.6061/clinics/2017/e515s;0.00345;61.0;;18075932;19805322;18075932;19805322;2.365;;University of Sao Paolo;;1842.0;Latin America;618.0;Q2;4000148010.0;Clinics;Academic health centers: integration of clinical research with healthcare and education. comments on a workshop;4903.0;875.0;221.0;409.0;4071.0;journal;article;2018
"Zusammenfassung
Hintergrund
In Deutschland leben etwa 4 Millionen Menschen mit einer seltenen Erkrankung. Einzelne Studien belegen bereits, dass mit Hilfe von Big Data Verfahren die Diagnostik verbessert und seltene Erkrankungen effektiver erforscht werden können. Deutschlandweit existiert aber bisher kein konkretes, umfassendes Konzept für den Einsatz von Big Data zur Versorgung von Menschen mit seltenen Erkrankungen. Im Rahmen des BMG-geförderten Projekts „BIDA-SE“ wurde ein erstes Szenario entworfen, wie Big-Data-basierte Anwendungen sinnvoll in der Versorgungspraxis von Menschen mit seltenen Erkrankungen einfließen können.
Methode
Ziel der vorliegenden Studie war es, das entwickelte Szenario hinsichtlich der Akzeptanz, des (klinischen) Nutzens, ökonomischer Implikationen sowie Grenzen und Barrieren für dessen mittelfristige Umsetzung zu evaluieren. Für die Bewertung des Szenarios wurde im Zeitraum Oktober-November 2019 eine Online-Befragung innerhalb Deutschlands mit insgesamt N = 9 Ärzt*innen, N = 69 Patient*innen mit seltenen Erkrankungen/Patientenvertreter*innen, N = 14 IT-Expert*innen und N = 21 Versorgungsforscher*innen durchgeführt. Für die Entwicklung des Online-Fragebogens wurden standardisierte, validierte Fragen bereits erprobter Erhebungsinstrumente eingesetzt und eigene Fragen auf Basis einer vorausgegangenen Literaturanalyse konstruiert. Die Auswertung der Befragung erfolgte primär deskriptiv durch eine Analyse von Häufigkeiten, Mittelwerten und Standardabweichungen.
Ergebnisse
Die Ergebnisse zeigen, dass das entwickelte Szenario von allen befragten Gruppen (Ärzt*innen, Patient*innen/Patientenvertreter*innen, IT-Expert*innen und Versorgungsforscher*innen) mehrheitlich Akzeptanz erfährt. Aus Sicht der Ärzt*innen, Patient*innen/Patientenvertreter*innen und Versorgungsforscher*innen hätte das Szenario das Potential, die Diagnosestellung und Therapieeinleitung zu beschleunigen und die sektorenübergreifende Behandlung zu verbessern. Investitionen in die vorgestellte Anwendung würden sich aus Sicht der Ärzt*innen und Versorgungsforscher*innen rentieren. Zur Finanzierung des vorgestellten Szenarios müsste jedoch eine Anpassung der Vergütungssituation erfolgen. Die von allen Gruppen benannten Grenzen und Barrieren für eine mittelfristige Umsetzung des Szenarios lassen sich in sieben Themenfelder mit Handlungsbedarf gruppieren: (1) Finanzierung und Investition, (2) Datenschutz und Datensicherheit, (3) Standards/Datenquellen/Datenqualität, (4) Technologieakzeptanz, (5) Integration in den Arbeitsalltag, (6) Wissen um Verfügbarkeit sowie (7) Gewohnheiten und Präferenzen/Arztrolle.
Diskussion
Mit der vorliegenden Studie wurde ein erstes fachübergreifendes, praxisnahes Szenario unter Nutzung von Big-Data-basierten Anwendungen hinsichtlich Akzeptanz, Nutzen und Grenzen/Barrieren evaluiert und analysiert, inwiefern dieses Szenario zukünftig im Kontext seltener Erkrankungen implementiert werden kann. Das Szenario erfährt von allen befragten Zielgruppen mehrheitlich eine hohe Akzeptanz und wird mehrheitlich als (klinisch) nützlich bewertet, wenngleich noch rechtliche, organisatorische und technische Barrieren für dessen mittelfristige Umsetzung überwunden werden müssen. Die Evaluationsergebnisse tragen dazu bei, Handlungsempfehlungen abzuleiten, um eine mittelfristige Umsetzung des Szenarios zu gewährleiten und den Zugang zu den Zentren für Seltene Erkrankungen zukünftig zu kanalisieren.
Schlussfolgerung
Auf nationaler Ebene wurden zahlreiche Aktivitäten angestoßen, um die Versorgungssituation von Menschen mit seltenen Erkrankungen zu verbessern. Das im Rahmen des Projekts „BIDA-SE“ entwickelte Szenario ergänzt diese Forschungsaktivitäten und verdeutlicht, wie Big-Data-basierte Anwendungen sinnvoll in der Praxis genutzt werden können, um die Diagnosestellung und Therapie von Menschen mit seltenen Erkrankungen nachhaltig verbessern zu können.
Introduction
In Germany there are about 4 million people living with a rare disease. Studies have shown that big data applications can improve diagnosis of and research on rare diseases more effectively. However, no concrete comprehensive concept for the use of big data in the care of people with rare diseases has so far been established in Germany. As part of the project “BIDA-SE”, which is funded by the German Ministry of Health, a first scenario has been designed to show how big data applications can be usefully incorporated into the care of people with rare diseases.
Methods
The aim of the present study was to evaluate this scenario with regard to acceptance, (clinical) benefits, economic aspects, and limitations and barriers to its implementation. To evaluate the scenario, an online survey was conducted in Germany in October/November 2019 amongst a total of N = 9 physicians, N = 69 patients with rare diseases/patient representatives, N = 14 IT experts and N = 21 health care researchers. The online questionnaire consisted of both standardized, validated questions taken from already tested survey instruments and additional questions which were constructed on the basis of a preceding literature analysis. The evaluation of the survey was primarily descriptive, with a calculation of frequencies, mean values and standard deviations.
Results
The results of the evaluation show that the scenario has been accepted by a majority of all groups surveyed (physicians, patients/patient representatives, IT experts and health care researchers). From the point of view of physicians, patients/patient representatives and health care researchers, the scenario has the potential to accelerate the diagnosis and initiation of therapy and to improve cross-sectoral treatment. From the physician’s and health care researcher’s perspective, investments in the application presented in the scenario would be profitable. Financing the scenario would, however, require adjusting the reimbursement situation. The limitations and barriers identified by all groups for a medium-term implementation of the scenario can be grouped into seven thematic areas where action is needed: (1) financing and investment, (2) data protection and data security, (3) standards/data sources/data quality, (4) acceptance of technology, (5) integration into the daily work routine, (6) knowledge about availability as well as (7) habits and preferences/physician's role.
Discussion
With the present study, a first interdisciplinary, practical scenario using big data applications was evaluated with regard to acceptance, benefits and limitations/barriers. The scenario is widely accepted among the majority of all surveyed target groups and is considered (clinically) useful, although legal, organisational and technical barriers still need to be overcome for its medium-term implementation. The evaluation results contribute to the derivation of recommendations for action to ensure the medium-term implementation of the scenario and to channel access to the Centres for Rare Diseases in the future.
Conclusion
Many activities have been initiated at a national level to improve the health care situation of people with rare diseases. The scenario developed in the “BIDA-SE” project complements these research activities and illustrates how big data applications can be usefully implemented into practice to improve the diagnosis and therapy of people with rare diseases in a sustainable way.";Brita Sedlmayr and Andreas Knapp and Michéle Kümmel and Franziska Bathelt and Martin Sedlmayr;"Education (Q2); Health Policy (Q3); Medicine (miscellaneous) (Q3)";221.0;81.0;Germany;2008-2020;10.1016/j.zefq.2020.11.002;;28.0;;18659217;22120289;18659217;22120289;;Evaluation, Akzeptanz, Nutzen, Barrieren, Befragung, Szenario, Big Data, Seltene Erkrankungen, Evaluation, Acceptance, Benefits, Barriers, Survey, Scenario, Big data, Rare diseases;Urban und Fischer Verlag Jena;;2979.0;Western Europe;423.0;Q2;11300153728.0;Zeitschrift fur evidenz, fortbildung und qualitat im gesundheitswesen;Evaluation eines zukunftsszenarios zur nutzung von big-data-anwendungen für die verbesserung der versorgung von menschen mit seltenen erkrankungen;;267.0;73.0;244.0;2175.0;journal;article;2020
The development of digital farming gives bovine mastitis research and management tools access to large datasets. However, the quality of registered data on clinical mastitis cases or treatments may be inadequate (e.g. due to missing records). In automatic milking systems, the decision to divert milk from the bulk milk tank during milking is registered (i.e. milk diversion indicator) for every milking and could potentially indicate a clinical mastitis case. This study accordingly estimated the diagnostic performance of a milk diversion indicator in relation to farmer-recorded clinical mastitis cases in the absence of a “gold standard”. Data on milk diversion and farmer-reported clinical mastitis from 3,443 lactations in 13 herds were analyzed. Each cow lactation was split into 30-DIM periods in which it was registered whether milk was diverted and whether clinical mastitis was reported. One 30-DIM period was randomly sampled for each lactation and this was the unit of analysis, this procedure was repeated 300 times, resulting in 300 datasets to create autocorrelation-robust results during analysis. We used Bayesian latent class analysis to assess the diagnostic properties of milk diversion and farmer-reported clinical status. We analyzed different episode lengths of milk diversion of 1 or more milk diversion days until 10 or more milk diversion days for two scenarios: farmers with poor-quality (51% sensitivity, 99% specificity) and high-quality (90% sensitivity, 99% specificity) mastitis registrations. The analysis was done for all 300 datasets. The results showed that for the scenario where the quality of clinical mastitis reporting was high, the sensitivity was similar for milk-diversion threshold durations of 1–4 days (0.843 to 0.793 versus 0.893). Specificity increased when the number of days of milk diversion increased and was ≥98% at a milk-diversion threshold durations of 8 or more consecutive milk diversion days. In the scenario where the quality of clinical mastitis reporting was low, the sensitivity of milk diversion and reported clinical mastitis cases was similar at milk-diversion threshold durations of 1–7 days (0.687 to 0.448 versus 0.503 to 0.504) while specificity exceeded the 98% at milk-diversion threshold durations of 7 or more consecutive milk diversion days. In both scenarios, a milk diversion threshold duration of 4–7 days achieved the most desirable combined sensitivity and specificity. This study concluded that milk diversion can be a valid alternative to farmer-reported clinical mastitis as it performs similarly in indicating actual clinical mastitis.;John Bonestroo and Nils Fall and Mariska {van der Voort} and Ilka Christine Klaas and Henk Hogeveen and Ulf Emanuelson;"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2)";756.0;191.0;Netherlands;2006-2020;10.1016/j.livsci.2021.104698;0.005520000000000001;111.0;;18711413;18711413;18711413;18711413;1.943;antibiotic treatment, proxy, Automatic milking system, Milk withdrawal, Latent class analysis;Elsevier;;4360.0;Western Europe;622.0;Q1;3300147807.0;Livestock science;Diagnostic properties of milk diversion and farmer-reported mastitis to indicate clinical mastitis status in dairy cows using bayesian latent class analysis;9037.0;1646.0;358.0;757.0;15608.0;journal;article;2021
"Background and aims
With no approved vaccines for treating COVID-19 as of August 2020, many health systems and governments rely on contact tracing as one of the prevention and containment methods. However, there have been instances when the infected person forgets his/her contact-persons and does not have their contact details. Therefore, this study aimed at analyzing possible opportunities and challenges of integrating emerging technologies into COVID-19 contact tracing.
Methods
The study applied literature search from Google Scholar, Science Direct, PubMed, Web of Science, IEEE and WHO COVID-19 reports and guidelines analyzed.
Results
While the integration of technology-based contact tracing applications to combat COVID-19 and break transmission chains promise to yield better results, these technologies face challenges such as technical limitations, dealing with asymptomatic individuals, lack of supporting ICT infrastructure and electronic health policy, socio-economic inequalities, deactivation of mobile devices’ WIFI, GPS services, interoperability and standardization issues, security risks, privacy issues, political and structural responses, ethical and legal risks, consent and voluntariness, abuse of contact tracing apps, and discrimination.
Conclusion
Integrating emerging technologies into COVID-19 contact tracing is seen as a viable option that policymakers, health practitioners and IT technocrats need to seriously consider in mitigating the spread of coronavirus. Further research is also required on how best to improve efficiency and effectiveness in the utilisation of emerging technologies in contact tracing while observing the security and privacy of people in fighting the COVID-19 pandemic.";Elliot Mbunge;"Internal Medicine (Q2); Medicine (miscellaneous) (Q2); Endocrinology, Diabetes and Metabolism (Q3)";900.0;246.0;Netherlands;2007-2020;10.1016/j.dsx.2020.08.029;;40.0;;18714021;18780334;18714021;18780334;;COVID-19, Contact tracing, Emerging technologies;Elsevier BV;;3117.0;Western Europe;684.0;Q2;5700165201.0;Diabetes and metabolic syndrome: clinical research and reviews;Integrating emerging technologies into covid-19 contact tracing: opportunities, challenges and pitfalls;;2232.0;403.0;910.0;12562.0;journal;article;2020
"Background
Without a standard terminology to classify models of maternity care, it is problematic to compare and evaluate clinical outcomes across different models. The Maternity Care Classification System is a novel system developed in Australia to classify models of maternity care based on their characteristics and an overarching broad model descriptor (Major Model Category).
Aim
This study aimed to assess the extent of variability in the defining characteristics of models of care grouped to the same Major Model Category, using the Maternity Care Classification System.
Method
All public hospital maternity services in New South Wales, Australia, were invited to complete a web-based survey classifying two local models of care using the Maternity Care Classification System. A descriptive analysis of the variation in 15 attributes of models of care was conducted to evaluate the level of heterogeneity within and across Major Model Categories.
Results
Sixty-nine out of seventy hospitals responded, classifying 129 models of care. There was wide variation in a number of important attributes of models classified to the same Major Model Category. The category of ‘Public hospital maternity care’ contained the most variation across all characteristics.
Conclusion
This study demonstrated that although models of care can be grouped into a distinct set of Major Model Categories, there are significant variations in models of the same type. This could result in seemingly ‘like’ models of care being incorrectly compared if grouped only by the Major Model Category.";Natasha R. Donnolley and Georgina M. Chambers and Kerryn A. Butler-Henderson and Michael G. Chapman and Elizabeth A. Sullivan;"Maternity and Midwifery (Q1); Medicine (miscellaneous) (Q1); Obstetrics and Gynecology (Q1)";344.0;289.0;Netherlands;2006-2020;10.1016/j.wombi.2017.01.005;0.00489;39.0;;18715192;18715192;18715192;18715192;3.172;Classification, Delivery of health care, Models of care, Maternity care, Health care evaluation mechanisms;Elsevier BV;;4147.0;Western Europe;1058.0;Q1;4700152255.0;Women and birth;More than a name: heterogeneity in characteristics of models of maternity care reported from the australian maternity care classification system validation study;2771.0;1123.0;245.0;382.0;10160.0;journal;article;2017
Italy has the third largest bioeconomy in Europe (€330 billion annual turnover, 2 million employees), making it a core pillar of the national economy. Its sectors of excellence are food and biobased products, and it is a consistent presence in research and innovation projects funded by the EU Horizon 2020 programme (Societal Challenges 2) and the European Public Private Partnership “Biobased industry” (BBI-JU). The bioeconomy reduces dependence on fossil fuels and finite materials, loss of biodiversity and changing land use. It contributes to environmental regeneration, spurs economic growth and supports jobs in rural, coastal and abandoned industrial areas, leveraging local contexts and traditions. In 2017 the Italian government promoted the development of a national Bioeconomy Strategy (BIT), recently updated (BIT II) to interconnect more efficiently the pillars of the national bioeconomy: production of renewable biological resources, their conversion into valuable food/feed, biobased products and bio-energy, and transformation and valorization of bio-waste streams. BIT II aims to improve coordination between Ministries and Italian regions in alignment of policies, regulations, R&I funding programmes and infrastructures investment. The goal is a 15 % increase in turnover and employment in the Italian bioeconomy by 2030. Based on Italy’s strategic geopolitical position in the Mediterranean basin, BIT II also includes actions to improve sustainable productivity, social cohesion and political stability through the implementation of bioeconomy strategies in this area. This paper provides an insight into these strategies and discusses the strengths and weaknesses of the sectors involved and the measures, regulatory initiatives and monitoring actions undertaken.;Fabio Fava and Lucia Gardossi and Patrizia Brigidi and Piergiuseppe Morone and Daniela A.R. Carosi and Andrea Lenzi;"Bioengineering (Q1); Biotechnology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q2)";262.0;503.0;Netherlands;2008-2021;10.1016/j.nbt.2020.11.009;0.0045899999999999995;85.0;;18716784;18716784;18764347;18716784;5.079;Bioeconomy strategy, Circular bioeconomy, Italian bioeconomy;Elsevier;;5477.0;Western Europe;1163.0;Q1;11700154315.0;New biotechnology;The bioeconomy in italy and the new national strategy for a more competitive and sustainable country;4198.0;1497.0;69.0;276.0;3779.0;journal;article;2021
Next-generation Sequencing (NGS) is a rapidly evolving technology with demonstrated benefits for forensic genetic applications, and the strategies to analyze and manage the massive NGS datasets are currently in development. Here, the computing, data storage, connectivity, and security resources of the Cloud were evaluated as a model for forensic laboratory systems that produce NGS data. A complete front-to-end Cloud system was developed to upload, process, and interpret raw NGS data using a web browser dashboard. The system was extensible, demonstrating analysis capabilities of autosomal and Y-STRs from a variety of NGS instrumentation (Illumina MiniSeq and MiSeq, and Oxford Nanopore MinION). NGS data for STRs were concordant with standard reference materials previously characterized with capillary electrophoresis and Sanger sequencing. The computing power of the Cloud was implemented with on-demand auto-scaling to allow multiple file analysis in tandem. The system was designed to store resulting data in a relational database, amenable to downstream sample interpretations and databasing applications following the most recent guidelines in nomenclature for sequenced alleles. Lastly, a multi-layered Cloud security architecture was tested and showed that industry standards for securing data and computing resources were readily applied to the NGS system without disadvantageous effects for bioinformatic analysis, connectivity or data storage/retrieval. The results of this study demonstrate the feasibility of using Cloud-based systems for secured NGS data analysis, storage, databasing, and multi-user distributed connectivity.;Sarah F. Bailey and Melissa K. Scheible and Christopher Williams and Deborah S.B.S. Silva and Marina Hoggan and Christopher Eichman and Seth A. Faith;"Pathology and Forensic Medicine (Q1); Genetics (Q2)";449.0;412.0;Ireland;2007-2020;10.1016/j.fsigen.2017.08.008;;75.0;;18724973;18724973;18724973;18724973;;Cloud, Bioinformatics, Microsatellite, Database, Sequencing, Security;Elsevier Ireland Ltd;;3722.0;Western Europe;1144.0;Q1;5700191205.0;Forensic science international: genetics;Secure and robust cloud computing for high-throughput forensic microsatellite sequence analysis and databasing;;2288.0;173.0;564.0;6439.0;journal;article;2017
"Myopia is generally regarded as a failure of normal emmetropization process, however, its underlying molecular mechanisms are unclear. To investigate the retinal protein profile changes during emmetropization, we studied differential protein expressions of ocular growth in young guinea pigs at 3 and 21 days old respectively, when significant axial elongation was detected (P < 0.001, n = 10). Independent pooled retinal samples of both eyes were subjected to SWATH mass spectrometry (MS) followed by bioinformatics analysis using cloud-based platforms. A comprehensive retina SWATH ion-library consisting of 3138 (22,871) unique proteins (peptides) at 1% FDR was constructed. 40 proteins were found to be significantly up-regulated and 8 proteins down-regulated during emmetropization (≥log2 of 0.43 with ≥2 peptides matched per protein; P < 0.05). Using pathway analysis, the most significant pathway identifiable was ‘phototransduction’ (P = 1.412e−4). Expression patterns of 7 proteins identified in this pathway were further validated and confirmed (P < 0.05) with high-resolution Multiple Reaction Monitoring (MRM-HR) MS. Combining discovery and targeted proteomics approaches, this study for the first time comprehensively profiled protein changes in the guinea pig retina during normal emmetropization-associated eye growth. The findings of this study are also relevant to the myopia development, which is the result of failed emmetropization.
Significance
Myopia is considered as a failure of emmetropization. However, the underlying biochemical mechanism of emmetropization, a visually guided process in which eye grows towards the optimal optical state of clear vision during early development, is not well understood. Retina is known as the key tissue to regulate this active eye growth. we studied eye growth of young guinea pigs and harvested their retinal tissues. A comprehensive SWATH ion library with identification of a total 3138 unique proteins were established, in which 48 proteins exhibited significant differential expressions between 3 and 21 days old. After MRM-HR confirmation, ‘phototransduction’ were found as the most active pathway during emmetropic eye growth. This study is the first in discovering key retinal protein players and pathways which are presumably orchestrated by biological mechanism(s) underlying emmetropization.";Sze Wan Shan and Dennis Yan-yin Tse and Bing Zuo and Chi Ho To and Quan Liu and Sally A. McFadden and Rachel Ka-Man Chun and Jingfang Bian and King Kit Li and Thomas Chuen Lam;"Biophysics (Q1); Biochemistry (Q2)";823.0;380.0;Netherlands;2008-2021;10.1016/j.jprot.2018.03.023;0.01438;105.0;;18743919;18743919;18767737;18743919;4.044;Emmetropization, Retina, SWATH-MS, Myopia, Guinea pigs;Elsevier;;5999.0;Western Europe;1067.0;Q1;11700154304.0;Journal of proteomics;Integrated swath-based and targeted-based proteomics provide insights into the retinal emmetropization process in guinea pig;12152.0;3191.0;282.0;839.0;16918.0;journal;article;2018
Visible light communication (VLC) has emerged as a viable complement to traditional radio frequency (RF) based systems and as an enabler for high data rate communications for beyond-5G (B5G) indoor communication systems. In particular, the emergence of new B5G-based applications with quality of service (QoS) requirements and massive connectivity has recently led to research on the required service-levels and the development of improved physical (PHY) layer methods. As part of recent VLC standards development activities, the IEEE has formed the 802.11bb “Light Communications (LC) for Wireless Local Area Networking” standardization group. This paper investigates the network requirements of 5G indoor services such as virtual reality (VR) and high-definition (HD) video for residential environments using VLC. In this paper, we consider such typical VLC scenarios with additional impairments such as light-emitting diode (LED) nonlinearity and imperfect channel feedback, and propose hyperparameter-free mitigation techniques using Reproducing Kernel Hilbert Space (RKHS) methods. In this context, we also propose using a direct current biased optical orthogonal frequency division multiplexing (DCO-OFDM)-based adaptive VLC transmission method that uses precomputed bit error rate (BER) expressions for these RKHS-based detection methods and performs adaptive BER-based modulation-order switching. Simulations of channel impulse responses (CIRs) show that the adaptive transmission method provides significantly improved error rate performance, which makes it promising for high data rate VLC-based 5G indoor services.;Farshad Miramirkhani and Mehdi Karbalayghareh and Engin Zeydan and Rangeet Mitra;Electrical and Electronic Engineering (Q2);443.0;232.0;Netherlands;2008-2020;10.1016/j.phycom.2022.101679;0.0015199999999999999;33.0;;18744907;18744907;18744907;18744907;1.810;Visible light communication (VLC), Ray-tracing, Adaptive transmission, 5G services;Elsevier;;3496.0;Western Europe;354.0;Q2;11300153720.0;Physical communication;Enabling 5g indoor services for residential environment using vlc technology;1412.0;969.0;197.0;447.0;6888.0;journal;article;2022
