abstract;author;categories;citable_docs._(3years);cites_/_doc._(2years);country;coverage;doi;eigenfactor_score;h_index;isbn;issn;issn1;issn2;issn3;jcr_value;keywords;publisher_x;publisher_y;ref._/_doc.;region;scimago_value;sjr_best_quartile;sourceid;title_csv;title_bib;total_cites;total_cites_(3years);total_docs._(2020);total_docs._(3years);total_refs.;type;type_publication;year
Todays' Intelligent Transportation System (ITS) applications majorly depend on either limited neighbouring traffic data or crowd sourced stale traffic data. Enabling big traffic data analytics in ITS environments is a step closer towards utilizing significant traffic patterns and trends for making more precise and intelligent decisions particularly in connected autonomous vehicular environments. Towards this end, this paper presents a Traffic Aware Data Offloading (TRADING) approach for big traffic data centric ITS applications in connected autonomous vehicular environments. Specifically, TRADING balances offloading data traffic among gateways focusing on vehicular traffic and network status in the vicinity of gateways. In addition, TRADING mitigates the effect of gateway advertisement overhead to liberate the transmission channels for traffic big data transmission. The performance of TRADING is comparatively evaluated in a realistic simulation environment by considering gateway access overhead, load distribution among gateways, data offloading delay, and data offloading success ratio. The comparative performance evaluation results show some significant developments towards enabling big traffic data centric ITS.;Darwish, Tasneem S. J. and Bakar, Kamalrulnizam Abu and Kaiwartya, Omprakash and Lloret, Jaime;"Aerospace Engineering (Q1); Applied Mathematics (Q1); Automotive Engineering (Q1); Computer Networks and Communications (Q1); Electrical and Electronic Engineering (Q1)";3060.0;780.0;United States;1967-2020;10.1109/TVT.2020.2991372;0.05223;178.0;;19399359;00189545;19399359;00189545;5.978;"Logic gates;Big Data;Quality of service;Delays;Real-time systems;Safety;Roads;Big data;gateway;intelligent transportation systems;VANET;vehicle-to-internet";Institute of Electrical and Electronics Engineers Inc.;;3495.0;Northern America;1365.0;Q1;17393.0;Ieee transactions on vehicular technology;Trading: traffic aware data offloading for big data enabled intelligent transportation system;36492.0;23276.0;1427.0;3074.0;49867.0;journal;article;2020
DNA methylation (5mC) and hydroxymethylation (5hmC) are chemical modifications of cytosine bases which play a crucial role in epigenetic gene regulation. However, cost, data complexity and unavailability of comprehensive analytical tools is one of the major challenges in exploring these epigenetic marks. Hydroxymethylation-and Methylation-Sensitive Tag sequencing (HMST-seq) is one of the most cost-effective techniques that enables simultaneous detection of 5mC and 5hmC at single base pair resolution. We present HMST-Seq-Analyzer as a comprehensive and robust method for performing simultaneous differential methylation analysis on 5mC and 5hmC data sets. HMST-Seq-Analyzer can detect Differentially Methylated Regions (DMRs), annotate them, give a visual overview of methylation status and also perform preliminary quality check on the data. In addition to HMST-Seq, our tool can be used on whole-genome bisulfite sequencing (WGBS) and reduced representation bisulfite sequencing (RRBS) data sets as well. The tool is written in Python with capacity to process data in parallel and is available at (https://hmst-seq.github.io/hmst/).;Amna Farooq and Sindre Grønmyr and Omer Ali and Torbjørn Rognes and Katja Scheffler and Magnar Bjørås and Junbai Wang;"Biochemistry (Q1); Biophysics (Q1); Biotechnology (Q1); Computer Science Applications (Q1); Genetics (Q1); Structural Biology (Q2)";255.0;789.0;Sweden;2012-2020;10.1016/j.csbj.2020.09.038;0.00677;45.0;;20010370;20010370;20010370;20010370;7.271;Methylation analysis, Hydroxy methylation, Differential methylation, Hydroxymethylation-and methylation-sensitive tag sequencing, Whole genome bisulfite sequencing;Research Network of Computational and Structural Biotechnology;;7869.0;Western Europe;1908.0;Q1;21100318415.0;Computational and structural biotechnology journal;Hmst-seq-analyzer: a new python tool for differential methylation and hydroxymethylation analysis in various dna methylation sequencing data;3620.0;2022.0;357.0;255.0;28093.0;journal;article;2020
Soil erosion is one of the most severe global environmental problems, and soil erosion surveys are the scientific basis for planning soil conservation and ecological development. To improve soil erosion sampling survey methods and accurately and rapidly estimate the actual rates of soil erosion, a Pan-Third Pole region was taken as an example to study a methodology of soil erosion sampling survey based on high-spatial-resolution remote sensing images. The sampling units were designed using a stratified variable probability systematic sampling method. The spatiotemporal characteristics of soil erosion and conservation were taken into account, and finer-resolution freely available and accessible images in Google Earth were used. Through the visual interpretation of the free high-resolution remote sensing images, detailed information on land use and soil conservation measures was obtained. Then, combined with the regional soil erosion factor data products, such as rainfall-runoff erosivity factor (R), soil erodibility factor (K), and slope length and steepness factor (LS), the soil loss rates of some sampling units were calculated. The results show that, based on these high-resolution remote sensing images, the land use and soil conservation measures of the sampling units can be quickly and accurately extracted. The interpretation accuracy in 4 typical cross sections was more than 80%, and sampling accuracy, described by histogram similarity in 11 large sampling sites, show that the landuse of sampling uints can represent the structural characteristics of regional land use. Based on the interpretation of data from the sample survey and the regional soil erosion factor data products, the calculation of the soil erosion rate can be completed quickly. The calculation results can reflect the actual conditions of soil erosion better than the potential soil erosion rates calculated by using the coarse-resolution remote sensing method.;Qinke Yang and Mengyang Zhu and Chunmei Wang and Xiaoping Zhang and Baoyuan Liu and Xin Wei and Guowei Pang and Chaozhen Du and Lihua Yang;"Agronomy and Crop Science (Q1); Nature and Landscape Conservation (Q1); Soil Science (Q1); Water Science and Technology (Q1)";113.0;660.0;Netherlands;2013-2020;10.1016/j.iswcr.2020.07.005;0.00235;29.0;;20956339;20956339;20956339;20956339;6.027;Pan -third pole area, Land use, Soil conservation measures, Remote sensing, Variable probability sampling;;;5291.0;Western Europe;1541.0;Q1;21100817619.0;International soil and water conservation research;Study on a soil erosion sampling survey in the pan-third pole region based on higher-resolution images;1612.0;775.0;47.0;113.0;2487.0;journal;article;2020
Road accidents are one of the most relevant causes of injuries and death worldwide, and therefore, they constitute a significant field of research on the use of advanced algorithms and techniques to analyze and predict traffic accidents and determine the most relevant elements that contribute to road accidents. The research of road accident prediction aims to respond to the challenge of offer tools to generate a more secure mobility environment, and ultimately, save lives. This paper aims to provide an overview of the state of the art in the prediction of road accidents through machine learning algorithms and advanced techniques for analyzing information, such as convolutional neural networks and long short-term memory networks, among other deep learning architectures. Furthermore, in this article, a compendium and study of the most used data sources for the road accident forecast is made. And a classification is proposed according to its origin and characteristics, such as open data, measurement technologies, onboard equipment and social media data. For the analysis of the information, the different algorithms employed to make predictions about road accidents are listed and compared, as well as their applicability depending on the types of data being analyzed, along with the results obtained and their ease of interpretation and analysis. The best results reported by the authors are obtained when two or more analytic techniques are combined, in such a way that analysis of the obtained results is strengthened. Among the future challenges in road traffic forecasting lies the enhancement of the scope of the proposed models and predictions by the incorporation of heterogeneous data sources, that include geo spatial data, information from traffic volume, traffic statistics, video, sound, text and sentiment from social media, that many authors concur that can improve the precision and accuracy of the analysis and predictions.;Camilo Gutierrez-Osorio and César Pedraza;"Civil and Structural Engineering (Q2); Transportation (Q2)";144.0;357.0;Netherlands;2014-2020;10.1016/j.jtte.2020.05.002;;26.0;;20957564;20957564;20957564;20957564;;Traffic engineering, Data analysis, Machine learning, Road accident forecasting, Traffic accident prediction;Elsevier BV;;5660.0;Western Europe;656.0;Q2;21100784267.0;Journal of traffic and transportation engineering (english edition);Modern data sources and techniques for analysis and forecast of road accidents: a review;;542.0;73.0;147.0;4132.0;journal;article;2020
;Yueting Zhuang and Ming Cai and Xuelong Li and Xiangang Luo and Qiang Yang and Fei Wu;"Chemical Engineering (miscellaneous) (Q1); Computer Science (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Engineering (miscellaneous) (Q1); Environmental Engineering (Q1); Materials Science (miscellaneous) (Q1)";324.0;673.0;United Kingdom;2015-2020;10.1016/j.eng.2020.01.009;0.00715;45.0;;20958099;20958099;20958099;20958099;7.553;;Elsevier Ltd.;;5252.0;Western Europe;1376.0;Q1;21100780794.0;Engineering;The next breakthroughs of artificial intelligence: the interdisciplinary nature of ai;4023.0;3152.0;186.0;372.0;9769.0;journal;article;2020
"In order to improve the data quality, the big data cleaning method of distribution network was studied in this paper. First, the Local Outlier Factor (LOF) algorithm based on DBSCAN clustering was used to detect outliers. However, due to the difficulty in determining the LOF threshold, a method of dynamically calculating the threshold based on the transformer districts and time was proposed. Besides, the LOF algorithm combines the statistical distribution method to reduce the ""misjudgment rate"". Aiming at the diversity and complexity of data missing forms in power big data, this paper improved the Random Forest imputation algorithm, which can be applied to various forms of missing data, especially the blocked missing data and even some horizontal or vertical data completely missing. The data in this paper were from real data of 44 transformer districts of a certain 10kV line in distribution network. Experimental results showed that outlier detection was accurate and suitable for any shape and multidimensional power big data. The improved Random Forest imputation algorithm was suitable for all missing forms, with higher imputation accuracy and better model stability. By comparing the network loss prediction between the data using this data cleaning method and the data removing outliers and missing values, it was found that the accuracy of network loss prediction had been improved by nearly 4 percentage points using the data cleaning method mentioned in this paper. Additionally, as the proportion of bad data increased, the difference between the prediction accuracy of cleaned data and that of uncleaned data was greater.";Liu, Jie and Cao, Yijia and Li, Yong and Guo, Yixiu and Deng, Wei;"Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4); Energy (miscellaneous) (Q4)";148.0;18.0;United States;2020;10.17775/CSEEJPES.2020.04080;0.0027;4.0;;20960042;20960042;20960042;20960042;3.938;"Cleaning;Distribution networks;Big Data;Prediction algorithms;Clustering algorithms;Data models;Anomaly detection;Data cleaning;Outliers detection;missing data imputation;LOF;DBSCAN;Random Forest";Institute of Electrical and Electronics Engineers Inc.;;3800.0;Northern America;118.0;Q4;21101017898.0;Csee journal of power and energy systems;A big data cleaning method based on improved clof and random forest for distribution network;1205.0;27.0;43.0;148.0;1634.0;journal;article;2020
;Luxia Zhang and Ming-Hui Zhao and Li Zuo and Yue Wang and Feng Yu and Hong Zhang and Haibo Wang and Rui Chen and Hong Chu and Xinwei Deng and Lanxia Gan and Bixia Gao and Yifang Jiang and Lili Liu and Jianyan Long and Ying Shi and Zaiming Su and Xiaoyu Sun and Wen Tang and Fang Wang and Huai-Yu Wang and Jinwei Wang and Song Wang and Chao Yang and Dongliang Zhang and Xinju Zhao and Liren Zheng and Zhiye Zhou;Nephrology (Q1);22.0;854.0;United States;2011-2020;10.1016/j.kisu.2020.09.001;0.00197;38.0;;21571716;21571716;21571724;21571716;10.545;;Elsevier Inc.;;3917.0;Northern America;2855.0;Q1;21100258425.0;Kidney international supplements;China kidney disease network (ck-net) 2016 annual data report;3207.0;195.0;12.0;26.0;470.0;journal;article;2020
We are witnessing a rapid growth of electrified vehicles due to the ever-increasing concerns on urban air quality and energy security. Compared to other types of electric vehicles, electric buses have not yet been prevailingly adopted worldwide due to their high owning and operating costs, long charging time, and the uneven spatial distribution of charging facilities. Moreover, the highly dynamic environment factors such as unpredictable traffic congestion, different passenger demands, and even the changing weather can significantly affect electric bus charging efficiency and potentially hinder the further promotion of large-scale electric bus fleets. To address these issues, in this article, we first analyze a real-world dataset including massive data from 16,359 electric buses, 1,400 bus lines, and 5,562 bus stops. Then, we investigate the electric bus network to understand its operating and charging patterns, and further verify the necessity and feasibility of a real-time charging scheduling. With such understanding, we design busCharging, a pricing-aware real-time charging scheduling system based on Markov Decision Process to reduce the overall charging and operating costs for city-scale electric bus fleets, taking the time-variant electricity pricing into account. To show the effectiveness of busCharging, we implement it with the real-world data from Shenzhen, which includes GPS data of electric buses, the metadata of all bus lines and bus stops, combined with data of 376 charging stations for electric buses. The evaluation results show that busCharging dramatically reduces the charging cost by 23.7% and 12.8% of electricity usage simultaneously. Finally, we design a scheduling-based charging station expansion strategy to verify our busCharging is also effective during the charging station expansion process.;Wang, Guang and Fang, Zhihan and Xie, Xiaoyang and Wang, Shuai and Sun, Huijun and Zhang, Fan and Liu, Yunhuai and Zhang, Desheng;"Artificial Intelligence (Q1); Theoretical Computer Science (Q1)";192.0;980.0;United States;2010-2020;10.1145/3428080;0.00463;63.0;;21576904;21576912;21576904;21576912;4.654;charging scheduling, charging pattern, MDP, Electric bus, data driven;Association for Computing Machinery (ACM);Association for Computing Machinery;5920.0;Northern America;914.0;Q1;19700190323.0;Acm transactions on intelligent systems and technology;Pricing-aware real-time charging scheduling and charging station expansion for large-scale electric buses;4104.0;1489.0;70.0;199.0;4144.0;journal;article;2020
Product quality prediction, as an important issue of industrial intelligence, is a typical task of industrial process analysis, in which product quality will be evaluated and improved as feedback for industrial process adjustment. Data-driven methods, with predictive model to analyze various industrial data, have been received considerable attention in recent years. However, to get an accurate prediction, it is an essential issue to extract quality features from industrial data, including several variables generated from supply chain and time-variant machining process. In this article, a data-driven method based on wide-deep-sequence (WDS) model is proposed to provide a reliable quality prediction for industrial process with different types of industrial data. To process industrial data of high redundancy, in this article, data reduction is first conducted on different variables by different techniques. Also, an improved wide-deep (WD) model is proposed to extract quality features from key time-invariant variables. Meanwhile, an long short-term memory (LSTM)-based sequence model is presented for exploring quality information from time-domain features. Under the joint training strategy, these models will be combined and optimized by a designed penalty mechanism for unreliable predictions, especially on reduction of defective products. Finally, experiments on a real-world manufacturing process data set are carried out to present the effectiveness of the proposed method in product quality prediction.;Ren, Lei and Meng, Zihao and Wang, Xiaokang and Lu, Renquan and Yang, Laurence T.;"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Software (Q1)";1107.0;1251.0;United States;2012-2020;10.1109/TNNLS.2020.3001602;0.04868;212.0;;21622388;2162237X;21622388;2162237X;10.451;"Feature extraction;Predictive models;Data models;Quality assessment;Product design;Data mining;Analytical models;Industrial artificial intelligence (AI);industrial big data;Industrial Internet of Things;product quality prediction;wide-deep-sequence (WDS) model";IEEE Computational Intelligence Society;;3746.0;Northern America;2882.0;Q1;21100235616.0;Ieee transactions on neural networks and learning systems;A wide-deep-sequence model-based quality prediction method in industrial process analysis;36361.0;14914.0;609.0;1117.0;22815.0;journal;article;2020
The Essential Climate Variable (ECV) soil moisture (SM) datasets, originated from the European Space Agency, have revealed great potential for application in hydrology and agriculture. Hence, it is essential to continuously enhance the data quality and spatial completeness to satisfy the increasing scientific research requirements. In this study, we explore the potential possibility of Soil Moisture Active Passive (SMAP) datasets in filling the gaps of ECV SM. The comprehensive assessment results show that: (1) The data missing percent of gap-filled ECV decreases 20% on average, which can be one step closer to generate a seamlessly covered global land surface SM product with favorable quality. (2) Compared to the original ECV, the gap-filled ECV products express similar good response to the in-situ measurements, suggesting that the SMAP SM products could be taken to efficiently fill the gaps and consistently maintain favorable accuracy at the same time. (3) Compared to the in-situ measurements, the original ECV SM products demonstrate extremely high probability density peak percentages. Fortunately, this eminent high value could be effectively rectified through gap-filling progress using SMAP. Overall, this study conducts objective and detailed evaluation on the performance of applying SMAP to fill the gaps of ECV, and is expected to act as a valuable reference in ECV SM gap-filling method.;Liu, Yangxiaoyue and Yang, Yaping and Jing, Wenlong;"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2)";24200.0;448.0;United States;2013-2020;10.1109/ACCESS.2020.3009977;0.15396;127.0;;21693536;21693536;21693536;21693536;3.367;"Microwave radiometry;Meteorology;Satellite broadcasting;Sensors;Soil moisture;Synthetic aperture radar;Soil measurements;Gap-filling;satellite retrieved soil moisture;the essential climate variable soil moisture;the soil moisture active passive soil moisture";Institute of Electrical and Electronics Engineers Inc.;;4275.0;Northern America;587.0;Q1;21100374601.0;Ieee access;Potential applicability of smap in ecv soil moisture gap-filling: a case study in europe;105968.0;116691.0;18036.0;24267.0;771081.0;journal;article;2020
Climate change mitigation strategies are multifaceted and require collaboration among a range of stakeholder groups. The objective of this paper was to develop an overarching Renewable Energy and Energy Conservation Area Policy (REECAP) framework. The framework was developed based on a comprehensive literature review, in which seven principles for Renewable Energy and Energy Conservation Policies were identified. The paper also includes a case study to demonstrate an application of the REECAP framework. The novelty of the framework stems from its integration of carbon-energy-cash flows among different decision-making spheres, scales and area specific characteristics. The framework provides a mathematical understanding of how energy strategies can be transformed and optimised in a cost-effective manner by integrating stakeholders under a shared vision.;Abel S. Vieira and Rodney A. Stewart and Roberto Lamberts and Cara D. Beal;Energy (miscellaneous) (Q1);245.0;719.0;Netherlands;2012-2020;10.1016/j.esr.2020.100544;0.00348;33.0;;2211467X;2211467X;2211467X;2211467X;6.425;REECAP framework, Carbon emission reduction, Renewable energy, Energy conservation, Carbon-energy-cash flows;Elsevier;;6401.0;Western Europe;1639.0;Q1;21100199818.0;Energy strategy reviews;Renewable energy and energy conservation area policy (reecap) framework: a novel methodology for bottom-up and top-down principles integration;2011.0;1645.0;98.0;247.0;6273.0;journal;article;2020
Utilizing a scientometric review of global trends and structure from 388 bibliographic records over two decades (1999–2018), this study seeks to advance the building of comprehensive knowledge maps that draw upon global travel demand studies. The study, using the techniques of co-citation analysis, collaboration network and emerging trends analysis, identified major disciplines that provide knowledge and theories for tourism demand forecasting, many trending research topics, the most critical countries, institutions, publications, and articles, and the most influential researchers. The increasing interest and output for big data and machine learning techniques in the field were visualized via comprehensive knowledge maps. This research provides meaningful guidance for researchers, operators and decision makers who wish to improve the accuracy of tourism demand forecasting.;Chengyuan Zhang and Shouyang Wang and Shaolong Sun and Yunjie Wei;Tourism, Leisure and Hospitality Management (Q1);274.0;677.0;United States;2012-2020;10.1016/j.tmp.2020.100715;0.00445;43.0;;22119736;22119736;22119736;22119736;6.586;Bibliometric analysis, Tourist arrival, Hospitality demand, Knowledge map, CiteSpace, Infographic;Elsevier USA;;8644.0;Northern America;1454.0;Q1;21100202157.0;Tourism management perspectives;Knowledge mapping of tourism demand forecasting research;3902.0;1824.0;140.0;277.0;12102.0;journal;article;2020
"Background
The Longitudinal Epidemiologic Assessment of Diabetes Risk (LEADR) study uses a novel Electronic Health Record (EHR) data approach as a tool to assess the epidemiology of known and new risk factors for type 2 diabetes mellitus (T2DM) and study how prevention interventions affect progression to and onset of T2DM. We created an electronic cohort of 1.4 million patients having had at least 4 encounters with a healthcare organization for at least 24-months; were aged ≥18 years in 2010; and had no diabetes (i.e., T1DM or T2DM) at cohort entry or in the 12 months following entry. EHR data came from patients at nine healthcare organizations across the U.S. between January 1, 2010–December 31, 2016.
Results
Approximately 5.9% of the LEADR cohort (82,922 patients) developed T2DM, providing opportunities to explore longitudinal clinical care, medication use, risk factor trajectories, and diagnoses for these patients, compared with patients similarly matched prior to disease onset.
Conclusions
LEADR represents one of the largest EHR databases to have repurposed EHR data to examine patients’ T2DM risk. This paper is first in a series demonstrating this novel approach to studying T2DM.
Implications
Chronic conditions that often take years to develop can be studied efficiently using EHR data in a retrospective design.
Level of evidence
While much is already known about T2DM risk, this EHR's cohort's 160 M data points for 1.4 M people over six years, provides opportunities to investigate new unique risk factors and evaluate research hypotheses where results could modify public health practice for preventing T2DM.";Howard A. Fishbein and Rebecca Jeffries Birch and Sunitha M. Mathew and Holly L. Sawyer and Gerald Pulver and Jennifer Poling and David Kaelber and Russell Mardon and Maurice C. Johnson and Wilson Pace and Keith D. Umbel and Xuanping Zhang and Karen R. Siegel and Giuseppina Imperatore and Sundar Shrestha and Krista Proia and Yiling Cheng and Kai {McKeever Bullard} and Edward W. Gregg and Deborah Rolka and Meda E. Pavkov;Health Policy (Q1);124.0;158.0;Netherlands;2013-2020;10.1016/j.hjdsi.2020.100458;0.0043;19.0;;22130764;22130772;22130764;22130772;2.645;Chronic disease, Diabetes mellitus, Epidemiologic methods, Epidemiologic research design, Big data, Electronic health records, Public health informatics, Public health practice;Elsevier BV;;2527.0;Western Europe;917.0;Q1;21100361200.0;Healthcare;The longitudinal epidemiologic assessment of diabetes risk (leadr): unique 1.4 m patient electronic health record cohort;2175.0;259.0;74.0;126.0;1870.0;journal;article;2020
