search_id;title;abstract;publication_year;authors;doi;content_type;issn;isbn
ieee_20221205_08_28_59;Use of IEC 61850 object models for power system quality/security data exchange;This paper covers the use of the object models and services of the international standard IEC 61850 for information exchange to support power system quality and security functions. IEC 61850 has many features that make it cost effective, easy to implement and maintain and it may be readily extended to include new devices of interest to the electric utility industry. The object models incorporate basic data types for the common formats used in power system information exchange. Further, the object models are self-defining such that software and/or protocol changes are not required when configuring new and advanced power system applications. Also covered is the status of UCA/sup /spl reg// international, the users group that has assisted with the development of the object models and the related documents.;2003;A. Apostolov;10.1109/QSEPDS.2003.159813;Conferences;;2-85873-015-6
ieee_20221205_08_28_59;IEEE Recommended Practice for the Transfer of Power Quality Data;This recommended practice defines a file format suitable for exchanging power quality related measurement and simulation data in a vendor independent manner. The format is designed to represent all power quality phenomena identified in IEEE Std 1159 TM -1995, IEEE Recommended Practice on Monitoring Electric Power Quality, other power related measurement data, and is extensible to other data types as well. The recommended file format utilizes a highly compressed storage scheme to minimize disk space and transmission times. The utilization of globally unique identifiers (GUID) to represent each element in the file permits the format to be extensible without the need for a central registration authority.;2004;;10.1109/IEEESTD.2004.94416;Standards;;978-0-7381-3579-3
ieee_20221205_08_28_59;Welding quality monitoring and management system based on data mining technology;"In allusion to automatic arc welding production, this paper focuses on the establishment of on-line quality monitoring system based on data mining (DB) technology. The system is set up with client/server architecture. In the server, Shewhart control chart and decision tree are applied to monitor the production and supply decision-making based on space series DB; whilst Shewhart control chart and multivariate statistical process control (MSPC) are applied to give quality indication of welding process based on time series DB. The system realizes the on-line quality monitoring for each produced parts as well as the quality management for the whole workshop production.";2003;Chun-Hua Zhang;10.1109/ICMLC.2003.1264433;Conferences;;0-7803-8131-9
ieee_20221205_08_28_59;Power quality XML markup language for enhancing the sharing of power quality data;The growing attention on power quality related problems has prompted the need to share power quality information between measurement equipments, and analysis and simulation tools. However, existing equipment designs are still very much proprietary and are rarely catered for the exchange of information between one another. Contrasting data format and communication protocol has often obstructed the sharing of information. This paper describes an attempt to exploit a well-known Internet technology, the XML, to facilitate the sharing of power quality information. Based on the well-known power quality data interchange format (PQDIF), a new power quality XML markup language is proposed. The definition of the of markup language is described in details with illustrative examples language is described in details with illustrative examples of several XML-based power quality documents. Two possible data-exchanging scenarios, including one over the Internet, are also demonstrated in the paper.;2003;S. Chen;10.1109/PES.2003.1267388;Conferences;;0-7803-7989-6
ieee_20221205_08_28_59;Power quality data mining using soft computing and wavelet transform;This paper presents a new approach to power quality data mining using a modified wavelet transform for feature extraction of power disturbance signal data and a fuzzy multilayer perceptron network to generate the rules and classify the patterns. The choice of modified wavelet transform known as multiresolution s-transform is essential for processing very short duration nonstationary time series data from transient disturbances occurring on an electric supply network as they can not be handled by conventional Fourier and other transform methods for extraction of relevant features pertinent for data mining applications. The trained fuzzy neural network infers the output class membership value of an input pattern and a certainty measure is also presented to facilitate rule generation. Using the electric supply network disturbance data obtained from numerical algorithms and MATLAB software, the paper presents transient disturbance pattern classification scores. A knowledge discovery approach is also highlighted in the paper to convert raw power disturbance signal data to knowledge in the form of an answer module to the queries by the end-users. The pattern classification approach used in this paper can also be applied to speech, cardiovascular system and other medical and engineering databases.;2003;P.K. Dash;10.1109/TENCON.2003.1273392;Conferences;;0-7803-8162-9
ieee_20221205_08_28_59;2-D analysis and compression of power-quality event data;This paper introduces a novel two-dimensional (2-D) representation of the power quality event data. 2-D discrete-time wavelet transform is applied to the 2-D representation of real-life event data. The proposed representation and the transform is tested in terms of both event analysis and data compression. The experimental results indicate that the 2-D transform of the event data outperforms the results obtained by conventional one-dimensional (1-D) wavelet transform-based methods.;2004;O.N. Gerek;10.1109/TPWRD.2003.823197;Journals;1937-4208;
ieee_20221205_08_28_59;Factors affecting the signal quality in optical data transmission and estimation method for BER and SNR;Optical communication in fiber and photonic devices is subject to power loss and signal distortion due to linear and nonlinear phenomena. We provide an analysis of factors that affect the signal quality and we describe a method to estimate the signal bit error rate based on eye diagram sampling and statistical estimates.;2004;S.V. Kartalopoulos;10.1109/ITCC.2004.1286721;Conferences;;0-7695-2108-8
ieee_20221205_08_28_59;NEXRAD data quality by spectral processing. Spectral processing on NCAR's S-Pol radar;The WSR-88D radar system (NEXRAD) is developing a phase coded pulsing scheme using spectral processing that will improve data quality by removing overlaid echo contamination. A prototype spectral processor has been implemented on NCAR's S-Pol research radar for validation testing. Spectral processing will simultaneously enhance the anomalous propagation clutter mitigation technique, which uses a fuzzy logic based radar echo classifier, and allow future data quality enhancements.;2003;J. Keeler;10.1109/IGARSS.2003.1294435;Conferences;;0-7803-7929-2
ieee_20221205_08_28_59;Study on the quality of hyperspectral vegetation data observed in the field;A measurement model on spectra quality is presented through a bigram composed of a spectra quality grade and a metadata integrality grade. Quantitative describing datasets and qualitative describing datasets of spectra quality are extracted with spectra enveloping line analysis, spectra line profile analysis, principles of relative parameters matching and spectra prior knowledge. The quality grade is converted from subordinative degree of eigenpoints and eigenvalues from quantitative datasets. The metadata integrality grade is obtained by visiting each node in a multicross tree by which metadata about vegetation spectra is organized. The two grades make up a bigram by which one can evaluate vegetation spectra quality.;2003;Yanmin Shuai;10.1109/IGARSS.2003.1294875;Conferences;;0-7803-7929-2
ieee_20221205_08_28_59;Study on the spectral quality preservation derived from multisensor image fusion techniques between JERS-1 SAR and Landsat TM data;The advantage of multisensor data fusion stems from the fact that the use of multiple types of sensors increases the accuracy with which a quantity can be observed or characterized. The response of radar is more a function of geometry and structure than surface reflection as occurs in the optical wavelengths. A suitable fusion method has to be chosen with respect to the used spectral characteristic of the multispectral bands and the intended application. This paper describes a comparative study of multisensor image fusion techniques in preserving spectral quality of the fused images. Image fusion techniques applied in this study are: wavelet, intensity-hue-saturation (IHS), principal component analysis (PCA), and high pass filtering (HPF). With these image fusion techniques, a higher spatial resolution JERS-1 SAR is fused with Landsat TM data. The merging process is carried out at the pixel level and the comparison of the resulting images is explained based on the measurement in preserving spectral quality of the fused images. Assessment of the spectral quality is performed by graphical and statistical methods between the original TM image and the fused images. The factors computed to qualify the fused images are: mean, standard deviation, coefficient correlation, and entropy. With a visual inspection, wavelet and PCA techniques seem to be better than the other techniques. PCA provided the greatest improvement with an average entropy of about 5.119 bits/pixel.;2003;Rokhmatuloh;10.1109/IGARSS.2003.1295228;Conferences;;0-7803-7929-2
ieee_20221205_08_28_59;CALDEA: a data quality model based on maturity levels;In these days, most organizations have realised, at last, so important as their software is their data, because it can be considered as an important asset present in all business organizational processes. Our aim is to optimise the data management process (DMP) in order to assure data quality. For this, we have just drawn a framework based on maturity levels - as CMMIs ones -with specific and generic data quality goals, which are achieved by executing the corresponding activities.;2003;I. Caballero;10.1109/QSIC.2003.1319125;Conferences;;0-7695-2015-4
ieee_20221205_08_28_59;A data mining approach to objective speech quality measurement;"Existing objective speech quality measurement algorithms still fall short of the measurement accuracy that can be obtained from subjective listening tests. We propose an approach that uses statistical data mining techniques to improve the accuracy of auditory-model based quality measurement algorithms. We present the design of a novel measurement algorithm using the multivariate adaptive regression splines (MARS) method. A large set of speech distortion features is first created. MARS is used to find a small set of features that provide the best estimate (""model"") of speech quality. One appeal of the approach is that the model size can scale with the amount of speech data available for learning. In our simulations, the new algorithm furnishes significant performance improvement over PESQ (perceptual evaluation of speech quality).";2004;Wei Zha;10.1109/ICASSP.2004.1326022;Conferences;1520-6149;0-7803-8484-9
ieee_20221205_08_28_59;Soundness and quality of semantic retrieval in DNA-based memories with abiotic data;Associative memories based on DNA-affinity have been proposed based in L. M. Adleman (1994) and E. Baum (1995). Previously, we have quantified the quality of retrieval of genomic information in simulation as stated in M. Garzon et al. (2003). Here, the ability of two types of DNA-based memories to store abiotic data and retrieve semantic information is evaluated for soundness and compared to state-of-the-art symbolic methods available, such as LSA (latent semantic analysis) of T. K. Landauer et al. Their ability is poor when performed without a proper compaction procedure. However, when the corpus is summarized through a selection protocol based on PCR or a training procedure on J. Chen et al. (2004) to extract useful information, their performance is much closer to that of LSA, according to human expert ratings. These results are expected to improve and scale up when actual DNA molecules are employed in real test tubes, currently a feasible goal.;2004;A. Neel;10.1109/CEC.2004.1331126;Conferences;;0-7803-8515-2
ieee_20221205_08_28_59;High quality isosurface generation from volumetric data and its application to visualization of medical CT data;We propose a method for generating an isosurface from volumetric data sampled with a face-centered cubic lattice. The display quality of the isosurface obtained by our method is greatly enhanced because it generates many good aspect ratio triangle patches. We applied the method to visualization of a colonic wall from medical data. We experimentally compared the resulting surface of our method with those of existing methods, showing the effectiveness of our method.;2004;T. Takahashi;10.1109/ICPR.2004.1334633;Conferences;1051-4651;0-7695-2128-2
ieee_20221205_08_28_59;Data compression technique in recording electric arc furnace voltage and current waveforms for tracking power quality;A data compression technique is used to enhance the storage capability of electric power quality instruments in recording electric arc furnace voltage and currents waveforms, where voltage flicker and harmonic current distortion are major power quality disturbances. The compression approaches by multi-resolution analysis with threshold coding and vector quantization coding are compared. The digital filters are designed by the discrete wavelet transform. The results from spectrum analysis show high compression ratios while keeping low information loss. From the calculation results, the reconstructed voltage waveforms using threshold coding almost keep the same voltage flicker values. The vector quantization coding is better for current waveforms to keep harmonic distortion values. From the simulation results of the measurement data, the memory requirement is reduced to 20.4% while power quality characteristics are almost kept.;2003;Chi-Jui Wu;10.1109/TDC.2003.1335253;Conferences;;0-7803-8110-6
ieee_20221205_08_28_59;Research on the application of data-mining for quality analysis in petroleum refining industry;High product quality is the main target of the petroleum refining industry. It is widely admitted that there are some limitations of traditional product-quality-monitoring methods. Data-mining (DM) is a method to get useful information, which other regular methods cannot find, from enormous data. Data warehouse (DW) is the best way to store and manage massive enterprise data and provide a strong support to data analysis methods. This paper presents a new framework to deal with quality analysis, which combines the soft sensor, DM and DW. It promises to overcome the limitations of soft sensor and apply soft sensor in quality analysis in the petroleum refining industry.;2004;Jiang Chen;10.1109/WCICA.2004.1342326;Conferences;;0-7803-8273-0
ieee_20221205_08_28_59;Water quality classification of lakes using 250-m MODIS data;The traditional method used in the water quality classification of Finnish lakes includes the collection of water samples from lakes and their analysis in laboratory conditions. The classification is based on statistical analysis of water quality parameter values and on expert opinion. It is possible to acquire similar information by using radiance values measured with the Earth Observing System Terra/Aqua Moderate Resolution Imaging Spectroradiometer (MODIS). In this letter, the classification accuracy with MODIS data is about 80%. Only about 0.2% of the 20 391 pixels were misclassified by two or more classes, as a four-class classification system is used.;2004;S. Koponen;10.1109/LGRS.2004.836786;Journals;1558-0571;
ieee_20221205_08_28_59;Data processing development in the field of power quality monitoring;The presented paper deals with the problems of electrical power quality estimation, especially in multi-disturbances conditions. The synergy effect of different kinds of supply voltage disturbances have been pointed out and it have been described in relation to additional temperature rise of induction motor windings. The practical consequences for power quality analysis have been singled out. Proposed solution has been laid and commented on.;2004;P. Gnacinski;10.1109/IMTC.2004.1351394;Conferences;1091-5281;0-7803-8248-X
ieee_20221205_08_28_59;The CMS electromagnetic calorimeter: results on crystal measurements, quality control and data management in the Rome Regional Center;The barrel of the CMS electromagnetic calorimeter is currently under construction and will contain 61200 PbWO/sub 4/ crystals. Half of them are being fully characterized for dimensions, optical properties and light yield in the INFN-ENEA Regional Center near Rome. We describe the setup of an automatic quality control system for the crystal measurements and the present results on their qualification, as well as the REDACLE project, which has been developed to control and ease the production process. As it will not be possible to precalibrate the whole calorimeter, the crystal measurements and quality checks performed of the Regional Center will be crucial to provide a basis for fast in-situ calibration with particles. REDACLE is at the same time a fast database and a data managements system, where the database and the workflow structures are decoupled, in order to obtain the best flexibility.;2004;S. Costantini;10.1109/IMTC.2004.1351443;Conferences;1091-5281;0-7803-8248-X
ieee_20221205_08_28_59;Data quality and grounding considerations in a mixed-use facility;Most industrial, commercial, and educational facilities depend heavily on telecommunications, data, and computer networks. In many petrochemical installations, the functions of all three types of facilities are combined into one location. These facilities often experience problems with signal quality and noise on communication lines because of the proximity of high-speed, low-level signals to higher power lines. Additionally, electrical safety and various code issues must be addressed. Topics such as multiple ground systems, connections to ground, potential difference, circulating currents, and wiring methods are discussed. Eleven different systems must be bonded together. Three areas specific to networks require special attention. These are equipment bonding, isolated earth ground, and isolated power systems. Finally, cathodic protection systems have a unique impact on grounding systems.;2004;M.O. Durham;10.1109/PCICON.2004.1352768;Conferences;0090-3507;0-7803-8698-1
ieee_20221205_08_28_59;A study on the method to reduce data transfer in multi-quality VOD service;In the VOD service, the low resolution video data is expected for content searching, and the high resolution video data is expected for browsing. We have presented the effect of spatial video scalability encoding in cache utilization. In this study, we report comprehensive experiments on cases of various updating procedures, and the effects of differential data transferring. As a result, if a time-cycle of downloading, transcoding and browsing is too short for all clients to download contents within, the scalability encoding method can improve the quality of service, in both of data size and consumed time.;2004;S. Suzuki;10.1109/MWSCAS.2004.1353979;Conferences;;0-7803-8346-X
ieee_20221205_08_28_59;The necessity of assuring quality in software measurement data;Software measurement data is often used to model software quality classification models. Related literature has focussed on developing new classification techniques and schemes with the aim of improving classification accuracy. However, the quality of software measurement data used to build such classification models plays a critical role in their accuracy and usefulness. We present empirical case studies, which demonstrate that despite using a very large number of diverse classification techniques for building software quality classification models, the classification accuracy does not show a dramatic improvement. For example, a simple lines-of-code based classification performs comparatively to some other more advanced classification techniques such as neural networks, decision trees, and case-based reasoning. Case studies of the NASA JM1 and KC2 software measurement datasets (obtained through the NASA Metrics Data Program) are presented. Some possible reasons that affect the quality of a software measurement dataset include presence of data noise, errors due to improper software data collection, exclusion of software metrics that are better representative software quality indicators, and improper recording of software fault data. This study shows, through an empirical study, that instead of searching for a classification technique that perform well for given software measurement dataset, the software quality and development teams should focus on improving the quality of the software measurement dataset.;2004;T.M. Khoshgoftaar;10.1109/METRIC.2004.1357896;Conferences;1530-1435;0-7695-2129-0
ieee_20221205_08_28_59;On data aggregation quality and energy efficiency of wireless sensor network protocols - extended summary;"In-network data gathering and data fusion are essential for the efficient operation of wireless sensor networks. While most existing data gathering routing protocols addressed the issue of energy efficiency, few of them, however, have considered the quality of the implied data aggregation process. In this work, an information model for sensed data is first formulated. A new metric for evaluating data aggregation process, data aggregation quality (DAQ), is formally derived. DAQ does not assume any prior knowledge on values or on statistical distributions of sensing data, and may be applied to most data gathering protocols. Next, two new protocols are proposed: the enhanced LEACH and the clustered PEGASIS, enhanced from two major existing protocols: the cluster-based LEACH and the chain-based PEGASIS. By carefully accounting for listening energy, energy efficiency of all four protocols is evaluated. In addition, DAQ is applied to evaluate their data aggregation process. It is found that, while chain-based protocols are more energy efficient than cluster-based protocols, they however suffer from poor data aggregation quality. DAQ may be readily applied to most of continuous data gathering protocols; it is therefore significant to future development of sensor network protocols.";2004;T. Pham;10.1109/BROADNETS.2004.51;Conferences;;0-7695-2221-1
ieee_20221205_08_28_59;An integrated system for estimating crop quality based on remotely sensed imagery and GIS data;A method for estimating grain quality of winter wheat using Landsat Thematic Mapper data and GIS data is presented, and it gave the development and application of the Geographical Information Application system for estimating wheat grain quality. The system, supported by COMGIS, JModel-Base Management System and other advanced Spatial Information Technologies, can deal with the fusion analysis of remotely sensed data, GIS data and other multisources data, flexible management of models and knowledge;2004;Yuchun Pan;10.1109/IGARSS.2004.1368635;Conferences;;0-7803-8742-2
ieee_20221205_08_28_59;Water quality monitoring in Taihu Lake using MODIS image data;Remote sensing technique has been widely applied in water quality monitoring, since it can provide both spatial and temporal information needed to detect the changes of water quality. However, inland water monitoring using remote sensing technique is still experimental, and its development depends on improved remote sensors with higher spectral and spatial resolution. The purpose of this paper is to apply MODIS image data to inland lake water quality monitoring, and then to provide a MODIS-based procedure for regional inland water quality monitoring. After the correlation analysis between band combinations and water parameters such as chlorophyll-a and suspended sediment, we proposed an empirical algorithm based on certain MODIS bands. The study showed that MODIS image data were useful for water quality monitoring in Taihu Lake.;2004;Lingya Zhu;10.1109/IGARSS.2004.1369749;Conferences;;0-7803-8742-2
ieee_20221205_08_28_59;Studies on methods for quality assessment of crop spectral data;In the process of measurement, a number of factors will affect the quality of data. Therefore, data must be verified and assessed before their applications. This work discussed some methods for quality assessment of crop spectral data, which include methods of analysis of spectral characteristics, statistical test and spectral simulation. The method of spectral analysis compares measured spectra with the reference spectrum, and analyzes the location of wave crest, wave trough and the shape, intensity of spectral reflectance curves. The method of statistical test consists of shape similarity test and intensity test. The shape similarity test analyzes the correlation between measured spectral data and the reference spectral datum over the special wavelength range and assesses quality of the measured data by the correlation coefficients. The intensity test calculates the mean value and standard deviation of spectral data, and forms a spectral zone around the mean value. We consider it as the abnormal one if one spectral curve goes beyond the spectrum zone. The method of spectral simulation mainly compares measured spectra with simulated spectra by combined PROSPECT-SAIL model. Results show these methods of quality assessment are feasible.;2004;Xuehong Zhang;10.1109/IGARSS.2004.1369949;Conferences;;0-7803-8742-2
ieee_20221205_08_28_59;Study on data models of image quality assessment for the Chinese-Brazil Earth Resources Satellite;Analysis on Image Characteristic is a key step to understand and make good use of remote sensing image. Data models were employed to analyze for image quality of the Chinese-Brazil Earth Resources Satellite (CBERS-2) and LANDSAT/TM in Li-jiang region, Yunnan province. They include normalized model, univariate image statistics model, the ratio of inner and mutual variance model and spatial resolution model. The normalized model can be used to convert data into same physical quantity in order to make data be comparability. The other models can be used to open out the classified capability and information of data in supervised classification. With the study on data model, a method to analyze and assess remote sensing data was tried to bring forward;2004;Huang Miao-Fen;10.1109/IGARSS.2004.1369991;Conferences;;0-7803-8742-2
ieee_20221205_08_28_59;Road detection statistics for automated quality control of GIS data;We examine the use of road detection in VHR satellite images to automate the process of quality assessment of digital road network data. An important aspect is the emphasis on accuracy and reliability of the system. Although road detection has been studied for more than a decade, it is often difficult to assess what performance can be expected over datasets other than the images published. We propose a system to train a road detector based on image examples of typical roads. The system calculates the optimal detection parameters and estimates the performance over the dataset in terms of detection rate and degree of fragmentation. The methodology relies on error propagation and image statistics, and is generic in nature. By showing image examples, variations due to shadow, activity on the road, weather conditions etc. can be taken into account when estimating the expected performance.;2004;W. Goernan;10.1109/IGARSS.2004.1370280;Conferences;;0-7803-8742-2
ieee_20221205_08_28_59;A near optimal approach to quality of service data replication scheduling;This paper describes an approach to real-time decision-making for quality of service based scheduling of distributed asynchronous data replication. The proposed approach addresses uncertainty and variability in the quantity of data to replicate over low bandwidth fixed communication links. A dynamic stochastic knapsack is used to model the acceptance policy with dynamic programming optimization employed to perform offline optimization. The obtained optimal values of the input variables are used to build and train a multilayer neural network. The obtained neural network weights and configuration can be used to perform near optimal accept/reject decisions in real-time. Offline processing is used to establish the initial acceptance policy and to verify that the system continues to perform near-optimally. The proposed approach is implemented via simulation enabling the evaluation of a variety of scenarios and refinement of the scheduling portion of the model. The preliminary results are very promising.;2004;K. Adams;10.1109/WSC.2004.1371539;Conferences;;0-7803-8786-4
ieee_20221205_08_28_59;Analysis of data compression methods for power quality events;The use of digital technology for data acquisition and process of electric power quality events results in the growth the increase of available data , which need to be transferred and stored to be post, processed. Therefore much research has recently been carried out in the area of data compression in order to reduce the size of the files that contain the stored data and reduce the communication time. In this paper different data compression methods are reviewed and their application to the power quality area is studied.;2004;F. Lorio;10.1109/PES.2004.1372851;Conferences;;0-7803-8465-2
ieee_20221205_08_28_59;Robust quality management for differentiated imprecise data services;Several applications, such as Web services and e-commerce, are operating in open environments where the workload characteristics, such as the load applied on the system and the worst-case execution times, are inaccurate or even not known in advance. This implies that transactions submitted to a real-time database cannot be subject to exact schedulability analysis given the lack of a priori knowledge of the workload. In this paper we propose an approach, based on feedback control, for managing the quality of service of real-time databases that provide imprecise and differentiated services, given inaccurate workload characteristics. For each service class, the database operator specifies the quality of service requirements by explicitly declaring the precision requirements of the data and the results of the transactions. The performance evaluation shows that our approach provides reliable quality of service even in the face of varying load and inaccurate execution time estimates.;2004;M. Amirijoo;10.1109/REAL.2004.49;Conferences;1052-8725;0-7695-2247-5
ieee_20221205_08_28_59;Statistical quality of service guarantee for temporal consistency of real-time data objects;In this paper, we study the problem of temporal consistency maintenance where a certain degree of temporal inconsistency is tolerable. We propose a suite of statistical more-less (SML) approaches to tradeoff of quality of service (QoS) of temporal consistency against the number of supported transactions. We begin with a base-line algorithm, SML-BA, which provides the requested QoS of temporal consistency. We then propose SML with optimization (SML-OPT) to further improve the QoS by better utilizing the excessive CPU capacity. Finally, we enhance SML-OPT with a slack reclaiming scheme (SML-SR). The reclaimed slacks are used to process jobs whose required computation time is larger than the guaranteed computation time. Simulation experiments are conducted to compare the performance of these schemes (SML-BA, SML-OPT and SML-SR) together with the deterministic more-less and half-half schemes. Our results show that the SML schemes are effective in trading off the schedulability of transactions and the QoS guaranteed. Moreover, SML-SR performs best and offers a significant QoS improvement over SML-BA and SML-OPT.;2004;Kam-Yiu Lam;10.1109/REAL.2004.52;Conferences;1052-8725;0-7695-2247-5
ieee_20221205_08_28_59;A Web Services Application for the Data Quality Management in the B2B Networked Environment;Characteristics of Web services such as interoperability and platform independence make Web service a promising technique to manage data quality effectively in inter-organizational information exchanges. In this paper, we describe an application of Web services for managing data quality in the B2B information exchange that is typically characterized by large volumes of information, widely distributed data sources, and frequent information interchanges. In such environments, it is important that organizations are able to evaluate the quality of information they get from other organizations. We propose a framework for managing data quality in inter-organizational settings using the information product approach. We highlight the requirements for data quality management and the developing Web service standards to show why Web services offer a unique, yet simple platform for managing data quality in inter-organizational settings.;2005;G. Shankaranarayanan;10.1109/HICSS.2005.62;Conferences;1530-1605;0-7695-2268-8
ieee_20221205_08_28_59;Why CRM Efforts Fail? A Study of the Impact of Data Quality and Data Integration;This paper reports the results of a study into the implementation of data-driven customer relationship management (CRM) strategies. Despite its popularity, there is still a significant failure rate of CRM projects. A combination of survey and interviews/case studies research approach was used. It is found that CRM implementers are not investing enough efforts in improving data quality and data integration processes to support their CRM applications.;2005;F. Missi;10.1109/HICSS.2005.695;Conferences;1530-1605;0-7695-2268-8
ieee_20221205_08_28_59;Efficient channel quality feedback schemes for adaptive modulation and coding of packet data;Adaptive modulation and coding (AMC) is a powerful technique to improve throughput especially of wireless packet-oriented channels. In general such link adaptation schemes rely on feedback from the receiver, which allows selecting the appropriate modulation and coding. In this paper we evaluate the performance of different channel quality feedback schemes and propose a general performance metric, that considers data throughput, energy efficiency, channel resource consumption, as well as control overhead. At the example of the high speed downlink packet access (HSDPA) channel for UMTS FDD, we show that channel quality feedback schemes that consider the burstiness of packet data are able to provide notably higher efficiency than the cyclic feedback currently standardized.;2004;M. Dottling;10.1109/VETECF.2004.1400221;Conferences;1090-3038;0-7803-8521-7
ieee_20221205_08_28_59;SIQuA: server-aware image quality adaptation for optimizing server latency and capacity in wireless image data services [mobile radio];This paper investigates the problem of providing guaranteed server-side latency while performing dynamic image adaptation. We introduce a server-aware image quality adaptation (SIQuA) technique, used to optimize the runtime image adaptation process so as to provide guaranteed server-side latency with a maximized quality of image service level. SIQuA utilizes dynamic server conditions (server traffic loads and server resource availability), and optimizes both the quality of image serviced and the server-side latency required for runtime image adaptation, simultaneously, through judicious tuning of image compression parameters. We demonstrate that SIQuA can significantly reduce the server-side latency with a minimal impact on the image quality, thereby enabling efficient wireless image services with greatly reduced overall service costs.;2004;Dong-Gi Lee;10.1109/VETECF.2004.1400529;Conferences;1090-3038;0-7803-8521-7
ieee_20221205_08_28_59;On improving voice quality degraded by packet loss in data networks;"In voice over data networks, packet loss can have a major impact on perceived voice quality. The impact of packet loss on perceived voice quality depends on several factors, including loss pattern, codec type and packet size. Many techniques have been developed to recover lost packets. A newly developed recovery technique, ""switched recovery technique"" (SRT), employs a suitable recovery technique from known techniques to estimate the lost packet content (silence/voiced/unvoiced), depending on the preceding and following packets that were received correctly. The proposed technique was tested with different codecs, such as LD-CELP, LPC-10, and variable rate coders. Two loss models, random model and burst model, have been used to simulate the packet loss";2004;M.E. Nasr;10.1109/AFRICON.2004.1406632;Conferences;;0-7803-8605-1
ieee_20221205_08_28_59;Transduction and typicalness for quality assessment of individual classifications in machine learning and data mining;In the past, machine learning algorithms have been successfully used in many problems, and are emerging as valuable data analysis tools. However, their serious practical use is affected by the fact, that more often than not, they cannot produce reliable and unbiased assessments of their predictions' quality. In last years, several approaches for estimating reliability or confidence of individual classifiers have emerged, many of them building upon the algorithmic theory of randomness, such as (historically ordered) transduction-based confidence estimation, typicalness-based confidence estimation, and transductive reliability estimation. Unfortunately, they all have weaknesses: either they are tightly bound with particular learning algorithms, or the interpretation of reliability estimations is not always consistent with statistical confidence levels. In the paper, we propose a joint approach that compensates the mentioned weaknesses by integrating typicalness-based confidence estimation and transductive reliability estimation into joint confidence machine. The resulting confidence machine produces confidence values in the statistical sense (e.g., a confidence level of 95% means that in 95% the predicted class is also a true class), as well as provides us with a general principle that is independent of to the particular underlying classifier. We perform a series of tests with several different machine learning algorithms in several problem domains. We compare our results with that of a proprietary TCM-NN method as well as with kernel density estimation. We show that the proposed method significantly outperforms density estimation methods, and how it may be used to improve their performance.;2004;M. Kukar;10.1109/ICDM.2004.10089;Conferences;;0-7695-2142-8
ieee_20221205_08_28_59;Dynamic end-to-end image adaptation for guaranteed quality of service in wireless image data services;The paper investigates total end-to-end service variability issues in providing dynamic image adaptation services to wireless end users. While most existing image adaptation techniques focus on improving wireless transmission latency by adapting content-rich images to the time varying bandwidth availability of wireless networks, we have found dynamic service load variations at the server also significantly affect end-to-end service latency. We introduce a dynamic end-to-end image adaptation technique that optimizes the runtime image adaptation process so as to provide guaranteed total service latency (including both server processing latency and wireless transmission latency) with a maximized image quality. Through judicious tuning of application-layer image compression parameters, the proposed technique dynamically optimizes both the image quality and each component of service latency required for wireless image data services simultaneously depending on service variability issues existing at both server-side and network-side. Experimental results under synthetic service workloads demonstrate that our proposed dynamic end-to-end image adaptation can provide guaranteed service latency with a minimal impact on the image quality loss.;2005;Dong-Gi Lee;10.1109/WCNC.2005.1424909;Conferences;1558-2612;0-7803-8966-2
ieee_20221205_08_28_59;Application of data mining and artificial modeling for coagulant dosage of water treatment plants corresponding to water quality;Shortage of water is gradually accelerated because a high standard of living is required and water resources are rapidly run dry. Therefore, effective water treatment is necessary to retain the required quality and amount of water. The general treatment includes coagulation, flocculation, filtering, and disinfections. Coagulation, flocculation, and disinfections are major parts of the water treatment processes. In this paper, new automatic algorithm is proposed for coagulation that is one of the water treatment processes. The proposed method is showing how to determine the coagulant soil and amounts using data mining techniques.;2004;Hyeon Bae;10.1109/IECON.2004.1432134;Conferences;;0-7803-8730-9
ieee_20221205_08_28_59;Mosaicing of medical video-endoscopic images: data quality improvement and algorithm testing;This conlribution deals with the construction of a cartography of the internal surface of organs based on image sequences acquired during clinical video-endoscopic exams. This paper describes a metrological approach to adapt the images acquisition conditions and the pre-processing tools to the evaluation of our specifically developed registration and mosaicing algorithm. A 3D-micrometric positioning system and an endoscope's tip holding structure was used to acquire sequences of images following a specific protocol. Forty images of a test scene (bladder planar photography) were acquired along a determined displacement looped path. An algorithm for correcting non-linear radial distortion caused by the endoscope was implemented. This algorithm computes projective (camera) and polynomial (distortion) transformations. The optimization process regislers the corrected distorted pattern image with the non-distorted one. Mutual information was used as a measure of similarity and stochastic gradient descent method for optimization. The visual quality of the images was then improved by a shading correction and by removing the optical fibers pattern from the images (specific low-pass filtering). A low-pass filter was used for obtaining the background that is subtracted from every image. The registration algorithm based on mutual inrormation as similarity measure and stochastic gradient descent as optimization method was used to obtain the transformation parameters that were applied to the images for building a mosaic (cartography). Finally, these parameters were applied to a similar sequence of images of a dots pattern (in place of the photography) allowing us to compute significant error parameters for the quality of the mosaicing. The results of the various processes are presented and the evaluation of the performancc of the cartography is discussed.;2004;R. Miranda-Luna;10.1109/ICEEE.2004.1433942;Conferences;;0-7803-8531-4
